genes,reaction,Phase
HADHA,T2M26DCOAHLm,G1
HADHB,ACACT1rm,G1
HADHB,C2M26DCOAHLm,G1
HADHB,ECOAH12m,G1
HADHB,ECOAH1m,G1
HADHB,ECOAH9m,G1
HADHB,HACD1m,G1
HADHB,PRPNCOAHYDm,G1
HADHB,T2M26DCOAHLm,G1
HAGH,GLYOX,G1
HAGH,GLYOXm,G1
HAL,HISD,G1
HAO1,GLXO2p,G1
HAO1,GLYCTO1p,G1
HAS1,HAS1,G1
HAS1,HAS2,G1
HAS2,HAS1,G1
HAS2,HAS2,G1
HCST,PI45P3K,G1
HCST,PI4P3K,G1
HCST,PI5P3K,G1
HCST,PIK3,G1
HDC,HISDC,G1
HEXA,AHEXASE2ly,G1
HEXA,AHEXASEly,G1
HEXA,NACHEX10ly,G1
HEXA,NACHEX11ly,G1
HEXA,NACHEX12ly,G1
HEXA,NACHEX13ly,G1
HEXA,NACHEX14ly,G1
HEXA,NACHEX15ly,G1
HEXA,NACHEX16ly,G1
HEXA,NACHEX17ly,G1
HEXA,NACHEX18ly,G1
HEXA,NACHEX19ly,G1
HEXA,NACHEX1ly,G1
HEXA,NACHEX20ly,G1
HEXA,NACHEX21ly,G1
HEXA,NACHEX22ly,G1
HEXA,NACHEX23ly,G1
HEXA,NACHEX24ly,G1
HEXA,NACHEX25ly,G1
HEXA,NACHEX26ly,G1
HEXA,NACHEX27ly,G1
HEXA,NACHEX2ly,G1
HEXA,NACHEX3ly,G1
HEXA,NACHEX4ly,G1
HEXA,NACHEX5ly,G1
HEXA,NACHEX6ly,G1
HEXA,NACHEX7ly,G1
HEXA,NACHEX8ly,G1
HEXA,NACHEX9ly,G1
HEXA,NACHEXA10ly,G1
HEXA,NACHEXA11ly,G1
HEXA,NACHEXA12ly,G1
HEXA,NACHEXA13ly,G1
HEXA,NACHEXA14ly,G1
HEXA,NACHEXA15ly,G1
HEXA,NACHEXA16ly,G1
HEXA,NACHEXA17ly,G1
HEXA,NACHEXA18ly,G1
HEXA,NACHEXA19ly,G1
HEXA,NACHEXA1ly,G1
HEXA,NACHEXA20ly,G1
HEXA,NACHEXA21ly,G1
HEXA,NACHEXA22ly,G1
HEXA,NACHEXA2ly,G1
HEXA,NACHEXA3ly,G1
HEXA,NACHEXA4ly,G1
HEXA,NACHEXA5ly,G1
HEXA,NACHEXA6ly,G1
HEXA,NACHEXA7ly,G1
HEXA,NACHEXA8ly,G1
HEXA,NACHEXA9ly,G1
HEXB,AHEXASE2ly,G1
HEXB,AHEXASEly,G1
HEXB,NACHEX10ly,G1
HEXB,NACHEX11ly,G1
HEXB,NACHEX12ly,G1
HEXB,NACHEX13ly,G1
HEXB,NACHEX14ly,G1
HEXB,NACHEX15ly,G1
HEXB,NACHEX16ly,G1
HEXB,NACHEX17ly,G1
HEXB,NACHEX18ly,G1
HEXB,NACHEX19ly,G1
HEXB,NACHEX1ly,G1
HEXB,NACHEX20ly,G1
HEXB,NACHEX21ly,G1
HEXB,NACHEX22ly,G1
HEXB,NACHEX23ly,G1
HEXB,NACHEX24ly,G1
HEXB,NACHEX25ly,G1
HEXB,NACHEX26ly,G1
HEXB,NACHEX27ly,G1
HEXB,NACHEX2ly,G1
HEXB,NACHEX3ly,G1
HEXB,NACHEX4ly,G1
HEXB,NACHEX5ly,G1
HEXB,NACHEX6ly,G1
HEXB,NACHEX7ly,G1
HEXB,NACHEX8ly,G1
HEXB,NACHEX9ly,G1
HEXB,NACHEXA10ly,G1
HEXB,NACHEXA11ly,G1
HEXB,NACHEXA12ly,G1
HEXB,NACHEXA13ly,G1
HEXB,NACHEXA14ly,G1
HEXB,NACHEXA15ly,G1
HEXB,NACHEXA16ly,G1
HEXB,NACHEXA17ly,G1
HEXB,NACHEXA18ly,G1
HEXB,NACHEXA19ly,G1
HEXB,NACHEXA1ly,G1
HEXB,NACHEXA20ly,G1
HEXB,NACHEXA21ly,G1
HEXB,NACHEXA22ly,G1
HEXB,NACHEXA2ly,G1
HEXB,NACHEXA3ly,G1
HEXB,NACHEXA4ly,G1
HEXB,NACHEXA5ly,G1
HEXB,NACHEXA6ly,G1
HEXB,NACHEXA7ly,G1
HEXB,NACHEXA8ly,G1
HEXB,NACHEXA9ly,G1
HGD,HGNTOR,G1
HIBADH,HIBDm,G1
HK2,HEX1,G1
HK2,HEX10,G1
HK2,HEX4,G1
HK2,HEX7,G1
HK3,HEX1,G1
HK3,HEX10,G1
HK3,HEX4,G1
HK3,HEX7,G1
HKDC1,HEX1,G1
HKDC1,HEX10,G1
HKDC1,HEX4,G1
HKDC1,HEX7,G1
HLCS,BACCL,G1
HLCS,BACCLm,G1
HLCS,BTNPL,G1
HLCS,BTNPLm,G1
HMBS,HMBS,G1
HMGCL,HMGLm,G1
HMGCL,HMGLx,G1
HMGCLL1,HMGLm,G1
HMGCR,HMGCOARr,G1
HMGCR,HMGCOARx,G1
HMGCS2,HMGCOASim,G1
HMOX1,HOXG,G1
HMOX2,HOXG,G1
HNMT,SAMHISTA,G1
HPD,34HPPOR,G1
HPD,PPOR,G1
HPGDS,PGDI,G1
HPGDS,PGDIr,G1
HPRT1,GUAPRT,G1
HPRT1,HXPRT,G1
HS2ST1,S2T4g,G1
HS3ST1,S3T1g,G1
HS3ST2,S3T2g,G1
HS3ST3A1,S3T3g,G1
HS3ST3B1,S3T3g,G1
HS3ST5,S3T1g,G1
HS3ST5,S3T2g,G1
HS3ST6,S3T3g,G1
HS6ST1,S6T25g,G1
HS6ST3,S6T25g,G1
HSD11B2,HSD11B2r,G1
HSD17B10,HACD1m,G1
HSD17B10,HACD9m,G1
HSD17B2,HSD17B2r,G1
HSD17B2,HSD17B8r,G1
HSD17B3,HSD17B3r,G1
HSD17B4,C3STKR2r,G1
HSD17B4,FAOXC16080x,G1
HSD17B4,FAOXC180x,G1
HSD17B4,FAOXC183806x,G1
HSD17B4,FAOXC18480x,G1
HSD17B4,FAOXC200180x,G1
HSD17B4,FAOXC2051843x,G1
HSD17B4,FAOXC2242046x,G1
HSD17B4,FAOXC2251836x,G1
HSD17B4,FAOXC2252053x,G1
HSD17B4,FAOXC226205x,G1
HSD17B4,FAOXC240200x,G1
HSD17B4,FAOXC241181x,G1
HSD17B4,FAOXC2442246x,G1
HSD17B4,FAOXC2452253x,G1
HSD17B4,FAOXC2452256x,G1
HSD17B4,FAOXC246226x,G1
HSD17B4,FAOXC260240x,G1
HSD17B4,HACD1x,G1
HSD17B4,HSD17B42x,G1
HSD17B4,HSD17B4x,G1
HSD17B4,PEROXx,G1
HSD17B7,HSD17B7r,G1
HSD17B7,HSD17B9r,G1
HSD17B8,HSD17B1,G1
HSD3B1,HSD3B11,G1
HSD3B1,HSD3B13,G1
HSD3B2,HSD3B11r,G1
HSD3B2,HSD3B12r,G1
HSD3B2,HSD3B13r,G1
HSD3B2,HSD3B2r,G1
HSD3B2,HSD3B3r,G1
HSD3B7,HSD3B7,G1
HSD3B7,HSD3B7P,G1
IDH1,ICDHy,G1
IDH1,ICDHyp,G1
IDH2,ICDHyrm,G1
IDH3A,ICDHxm,G1
IDI1,IPDDIx,G1
IDI2,IPDDIx,G1
IDO1,5HTRPDOX,G1
IDO1,MELATN23DOX,G1
IDO1,SRTN23OX,G1
IDUA,IDOAASE1ly,G1
IDUA,IDOAASE2ly,G1
IDUA,IDOAASE3ly,G1
IDUA,IDOAASE4ly,G1
IMPA1,MI1PP,G1
IMPA1,MI3PP,G1
IMPA1,MI4PP,G1
IMPA2,MI1PP,G1
IMPA2,MI3PP,G1
IMPA2,MI4PP,G1
IMPDH2,IMPD,G1
INMT,SRTNMTX,G1
INPP1,MI134PP,G1
INPP1,MI14PP,G1
INPP4B,MI34PP,G1
INPP5A,MI1345PP,G1
INPP5A,MI145PP,G1
INPP5A,PI345P5P,G1
INPP5B,MI1345PP,G1
INPP5B,MI145PP,G1
INPP5B,PI345P5P,G1
INPP5B,PI45P5P,G1
INPP5D,MI1345PP,G1
INPP5D,MI145PP,G1
INPP5D,PI345P5P,G1
INPP5E,MI1345PP,G1
INPP5E,MI145PP,G1
INPP5E,PI345P5P,G1
INPP5E,PI45P5P,G1
INPPL1,MI1345PP,G1
INPPL1,MI145PP,G1
INPPL1,PI345P5P,G1
IP6K3,PMI12346PH,G1
IP6K3,PMI12346PHn,G1
IP6K3,PMI1346PH,G1
IP6K3,PMI1346PHn,G1
IPMK,MI1345PKn,G1
IPMK,MI1346PKn,G1
IPMK,MI1456PKn,G1
IPMK,MI145P6Kn,G1
IPMK,MI145PKn,G1
IREB2,ACONT,G1
ITPKA,MI145PK,G1
ITPKB,MI145PK,G1
ITPKC,MI145PK,G1
IVD,ACOAD8m,G1
KDSR,3DSPHR,G1
KMO,KYN3OX,G1
KYNU,HKYNH,G1
KYNU,KYN,G1
KYNU,LFORKYNHYD,G1
LALBA,UGALGTg,G1
LCAT,LCAT1e,G1
LCT,LACZe,G1
LDHA,2HBO,G1
LDHA,GLXO1,G1
LDHA,HPYRR2x,G1
LDHA,LDH_L,G1
LDHA,LDH_Lm,G1
LDHA,MCLOR,G1
LDHAL6A,2HBO,G1
LDHAL6A,GLXO1,G1
LDHAL6A,HPYRR2x,G1
LDHAL6A,LDH_L,G1
LDHAL6A,MCLOR,G1
LDHAL6B,2HBO,G1
LDHAL6B,GLXO1,G1
LDHAL6B,HPYRR2x,G1
LDHAL6B,LDH_L,G1
LDHAL6B,MCLOR,G1
LDHB,2HBO,G1
LDHB,GLXO1,G1
LDHB,HPYRR2x,G1
LDHB,LDH_L,G1
LDHB,MCLOR,G1
LGSN,GLNS,G1
LIPC,LPS2e,G1
LIPC,LPS3e,G1
LIPC,LPSe,G1
LIPF,LPSe,G1
LIPG,LPSe,G1
LPL,LPS,G1
LPL,LPS2,G1
LRAT,LRAT,G1
LSS,LNSTLSr,G1
LTA4H,LTA4H,G1
MAN1A1,MM5ag,G1
MAN1A1,MM5bg,G1
MAN1A1,MM5cg,G1
MAN1A1,MM6B1ag,G1
MAN1A1,MM6B1bg,G1
MAN1A1,MM6B2g,G1
MAN1A1,MM6bg,G1
MAN1A1,MM7B1g,G1
MAN1A1,MM7B2g,G1
MAN1A1,MM7Cag,G1
MAN1A1,MM7Cbg,G1
MAN1A1,MM8Ag,G1
MAN1A1,MM8Cg,G1
MAN1A2,MM5ag,G1
MAN1A2,MM5bg,G1
MAN1A2,MM5cg,G1
MAN1A2,MM6B1ag,G1
MAN1A2,MM6B1bg,G1
MAN1A2,MM6B2g,G1
MAN1A2,MM6bg,G1
MAN1A2,MM7B1g,G1
MAN1A2,MM7B2g,G1
MAN1A2,MM7Cag,G1
MAN1A2,MM7Cbg,G1
MAN1A2,MM8Ag,G1
MAN1A2,MM8Cg,G1
MAN1B1,MAN1_6B1er,G1
MAN1B1,MAN1_7Ber,G1
MAN1B1,MM8Ber,G1
MAN1C1,MM5ag,G1
MAN1C1,MM5bg,G1
MAN1C1,MM5cg,G1
MAN1C1,MM6B1ag,G1
MAN1C1,MM6B1bg,G1
MAN1C1,MM6B2g,G1
MAN1C1,MM6ag,G1
MAN1C1,MM6bg,G1
MAN1C1,MM7Ag,G1
MAN1C1,MM7B1g,G1
MAN1C1,MM7B2g,G1
MAN1C1,MM7Cag,G1
MAN1C1,MM7Cbg,G1
MAN1C1,MM8Ag,G1
MAN1C1,MM8Cg,G1
MAN2A1,M1316Mg,G1
MAN2A2,M1316Mg,G1
MAN2B1,A_MANASEly,G1
MAN2C1,A_MANASE,G1
MANBA,B_MANNASEly,G1
MANSC1,CHTNASE,G1
MAOA,3HXKYNOXDA,G1
MAOA,3MOXTYROX,G1
MAOA,41R1H2MAE12BOOX,G1
MAOA,41R2A1H12BOOX,G1
MAOA,42A12BOOX,G1
MAOA,5HOXINOXDA,G1
MAOA,5HXKYNOXDA,G1
MAOA,APRTO2,G1
MAOA,MAOLNOR,G1
MAOA,PEAMNO,G1
MAOA,TRYPTAOX,G1
MAOA,TYROXDAc,G1
MAOB,3HXKYNOXDA,G1
MAOB,3MOXTYROX,G1
MAOB,41R1H2MAE12BOOX,G1
MAOB,41R2A1H12BOOX,G1
MAOB,42A12BOOX,G1
MAOB,5HOXINOXDA,G1
MAOB,5HXKYNOXDA,G1
MAOB,APRTO2,G1
MAOB,MACOXO,G1
MAOB,MAOLNOR,G1
MAOB,PEAMNO,G1
MAOB,TRYPTAOX,G1
MAOB,TYROXDAc,G1
MAT1A,METAT,G1
MAT1A,SELMETAT,G1
MAT2A,METAT,G1
MAT2A,SELMETAT,G1
MCCC1,MCCCrm,G1
MCCC2,MCCCrm,G1
MCEE,MMEm,G1
MDH1,MDH,G1
MDH1,SLDx,G1
MDH1B,MDH,G1
MDH1B,SLDx,G1
MDH2,MDHm,G1
MDH2,SLDxm,G1
ME1,ME2,G1
ME2,ME1m,G1
ME2,ME2m,G1
ME3,ME2m,G1
MGAM,GAMYe,G1
MGAM,MALTe,G1
MGAM,MLTG1e,G1
MGAM,SUCRe,G1
MGAT1,M13N2Tg,G1
MGAT2,M16NTg,G1
MGAT3,M14NTg,G1
MGAT4A,M13N4Tg,G1
MGAT5,M16N6Tg,G1
MGST2,LTC4Sr,G1
MGST3,LTC4Sr,G1
MIOX,INOSTO,G1
MLYCD,MCD,G1
MLYCD,MCDm,G1
MLYCD,MCDp,G1
MLYCD,MMCD,G1
MLYCD,MMCDm,G1
MLYCD,MMCDp,G1
MOGAT1,MOGAT,G1
MOGAT2,MOGAT,G1
MOGS,MG1er,G1
MOXD1,DOPABMO,G1
MPI,MAN6PI,G1
MPO,PRDXl,G1
MPST,MCPST,G1
MTAP,MTAP,G1
MTHFD1,FTHFL,G1
MTHFD1,MTHFC,G1
MTHFD1,MTHFD,G1
MTHFD1L,FTHFLm,G1
MTHFD1L,MTHFCm,G1
MTHFD1L,MTHFDm,G1
MTHFD2,MTHFCm,G1
MTHFD2,MTHFD2m,G1
MTHFD2,MTHFDm,G1
MTHFR,MTHFR3,G1
MTHFS,FTHFCL,G1
MTR,METS,G1
MUT,MMMm,G1
MVD,DPMVDx,G1
MVK,MEVK1x,G1
NADSYN1,NADS2,G1
NAGA,NAGA2ly,G1
NAGA,NAGAly,G1
NAGK,ACGAMK,G1
NAGK,AMANK,G1
NAGLU,GLCNACASE1ly,G1
NAGLU,GLCNACASE2ly,G1
NAGLU,GLCNACASE3ly,G1
NAGLU,GLCNACASE4ly,G1
NAGLU,GLCNACASE5ly,G1
NAGS,ACGSm,G1
NANS,ACNAM9PL,G1
NANS,ACNAM9PL2,G1
ND2,NADH2_u10m,G1
ND3,NADH2_u10m,G1
ND4,NADH2_u10m,G1
ND5,NADH2_u10m,G1
NDST1,GLCNACDASg,G1
NDST2,GLCNACDASg,G1
NDST3,GLCNACDASg,G1
NDST4,GLCNACDASg,G1
NDUFA1,NADH2_u10m,G1
NDUFA10,NADH2_u10m,G1
NDUFA11,NADH2_u10m,G1
NDUFA12,NADH2_u10m,G1
NDUFA13,NADH2_u10m,G1
NDUFA2,NADH2_u10m,G1
NDUFA3,NADH2_u10m,G1
NDUFA4,NADH2_u10m,G1
NDUFA5,NADH2_u10m,G1
NDUFA6,NADH2_u10m,G1
NDUFA7,NADH2_u10m,G1
NDUFA8,NADH2_u10m,G1
NDUFA9,NADH2_u10m,G1
NDUFAB1,NADH2_u10m,G1
NDUFB1,NADH2_u10m,G1
NDUFB10,NADH2_u10m,G1
NDUFB2,NADH2_u10m,G1
NDUFB3,NADH2_u10m,G1
NDUFB4,NADH2_u10m,G1
NDUFB5,NADH2_u10m,G1
NDUFB7,NADH2_u10m,G1
NDUFB8,NADH2_u10m,G1
NDUFB9,NADH2_u10m,G1
NDUFC2,NADH2_u10m,G1
NDUFS1,NADH2_u10m,G1
NDUFS2,NADH2_u10m,G1
NDUFS3,NADH2_u10m,G1
NDUFS4,NADH2_u10m,G1
NDUFS5,NADH2_u10m,G1
NDUFS6,NADH2_u10m,G1
NDUFS7,NADH2_u10m,G1
NDUFS8,NADH2_u10m,G1
NDUFV1,NADH2_u10m,G1
NDUFV2,NADH2_u10m,G1
NEU1,GALASE10ly,G1
NEU1,GALASE11ly,G1
NEU1,GALASE12ly,G1
NEU1,GALASE13ly,G1
NEU1,GALASE14ly,G1
NEU1,GALASE15ly,G1
NEU1,GALASE16ly,G1
NEU1,GALASE17ly,G1
NEU1,GALASE18ly,G1
NEU1,GALASE19ly,G1
NEU1,GALASE1ly,G1
NEU1,GALASE20ly,G1
NEU1,GALASE3ly,G1
NEU1,GALASE4ly,G1
NEU1,GALASE5ly,G1
NEU1,GALASE6ly,G1
NEU1,GALASE7ly,G1
NEU1,GALASE8ly,G1
NEU1,GALASE9ly,G1
NEU1,GLB1,G1
NEU1,LACZly,G1
NEU1,S6TASE10ly,G1
NEU1,S6TASE22ly,G1
NEU1,S6TASE25ly,G1
NEU1,S6TASE4ly,G1
NEU1,S6TASE5ly,G1
NEU1,S6TASE6ly,G1
NEU1,S6TASE7ly,G1
NEU1,S6TASE8ly,G1
NEU1,S6TASE9ly,G1
NEU1,SIAASE2ly,G1
NEU1,SIAASE3ly,G1
NEU1,SIAASE4ly,G1
NEU1,SIAASEly,G1
NEU2,SIAASE,G1
NEU4,SIAASE,G1
NME2,NDPK1,G1
NME2,NDPK10,G1
NME2,NDPK10n,G1
NME2,NDPK1n,G1
NME2,NDPK2,G1
NME2,NDPK2n,G1
NME2,NDPK3,G1
NME2,NDPK3n,G1
NME2,NDPK4,G1
NME2,NDPK4n,G1
NME2,NDPK5,G1
NME2,NDPK5n,G1
NME2,NDPK6,G1
NME2,NDPK6n,G1
NME2,NDPK7,G1
NME2,NDPK7n,G1
NME2,NDPK8,G1
NME2,NDPK8n,G1
NME2,NDPK9,G1
NME2,NDPK9n,G1
NME3,NDPK1,G1
NME3,NDPK10,G1
NME3,NDPK2,G1
NME3,NDPK3,G1
NME3,NDPK4,G1
NME3,NDPK5,G1
NME3,NDPK6,G1
NME3,NDPK7,G1
NME3,NDPK8,G1
NME3,NDPK9,G1
NME4,NDPK10m,G1
NME4,NDPK1m,G1
NME4,NDPK2m,G1
NME4,NDPK3m,G1
NME4,NDPK4m,G1
NME4,NDPK5m,G1
NME4,NDPK6m,G1
NME4,NDPK7m,G1
NME4,NDPK8m,G1
NME4,NDPK9m,G1
NME6,NDPK1,G1
NME6,NDPK10,G1
NME6,NDPK2,G1
NME6,NDPK3,G1
NME6,NDPK4,G1
NME6,NDPK5,G1
NME6,NDPK6,G1
NME6,NDPK7,G1
NME6,NDPK8,G1
NME6,NDPK9,G1
NMNAT1,NMNATn,G1
NMNAT1,NNATn,G1
NMNAT3,NMNATm,G1
NMNAT3,NMNATr,G1
NMNAT3,NNATm,G1
NMNAT3,NNATr,G1
NNMT,NNMT,G1
NOS1,NOS1,G1
NOS1,NOS2,G1
NOS3,NOS1,G1
NOS3,NOS2,G1
NPR1,GUACYC,G1
NSDHL,C3STDH1Pr,G1
NSDHL,C3STDH1r,G1
NSDHL,C4STMO2Pr,G1
NSDHL,C4STMO2r,G1
NSF,ATPS4m,G1
NT5C,NTD1,G1
NT5C,NTD12,G1
NT5C,NTD3,G1
NT5C,NTD5,G1
NT5C,NTD8,G1
NT5C3,NTD2,G1
NT5C3,NTD4,G1
NT5E,NTD2e,G1
NT5E,NTD4e,G1
NT5E,NTD7e,G1
NT5E,NTD9e,G1
NT5M,NTD1m,G1
NT5M,NTD2m,G1
NT5M,NTD5m,G1
NUDT5,ADPGLC,G1
NUDT5,ADPMAN,G1
NUDT5,ADPRDP,G1
OAT,ORNTArm,G1
ODC1,ORNDC,G1
OLAH,FA120ACPH,G1
OLAH,FA140ACPH,G1
OLAH,FA141ACPH,G1
OLAH,FA160ACPH,G1
OLAH,FA161ACPH,G1
OLAH,FA180ACPH,G1
OLAH,FA181ACPH,G1
OLAH,FA182ACPH,G1
OPLAH,OPAHir,G1
OTC,OCBTm,G1
OXCT1,OCOAT1m,G1
OXCT2,OCOAT1m,G1
P4HA1,PROAKGOX1r,G1
P4HA2,PROAKGOX1r,G1
P4HB,PROAKGOX1r,G1
PAFAH1B2,PAFH,G1
PAFAH1B3,PAFH,G1
PAFAH2,PAFH,G1
PAH,PHETHPTOX2,G1
PAICS,AIRCr,G1
PAICS,PRASCS,G1
PANK3,PNTK,G1
PANK4,PNTK,G1
PAPSS1,ADSELK,G1
PAPSS1,ADSK,G1
PAPSS1,SADT,G1
PAPSS1,SELADT,G1
PAPSS2,ADSELK,G1
PAPSS2,ADSK,G1
PAPSS2,SADT,G1
PAPSS2,SELADT,G1
PCCA,PPCOACm,G1
PCCB,PPCOACm,G1
PCK1,PEPCK,G1
PCK2,PEPCKm,G1
PCYT1A,CHLPCTD,G1
PCYT1A,CPCTDTX,G1
PCYT1B,CHLPCTD,G1
PCYT1B,CPCTDTX,G1
PCYT2,EPCTX,G1
PCYT2,PETHCT,G1
PDE10A,PDE1,G1
PDE10A,PDE1g,G1
PDE10A,PDE4,G1
PDE10A,PDE4g,G1
PDE11A,PDE1,G1
PDE11A,PDE4,G1
PDE1B,PDE1,G1
PDE1B,PDE4,G1
PDE1C,PDE1,G1
PDE1C,PDE4,G1
PDE2A,PDE1,G1
PDE2A,PDE4,G1
PDE3A,PDE1,G1
PDE3A,PDE4,G1
PDE4A,PDE1,G1
PDE4B,PDE1,G1
PDE4C,PDE1,G1
PDE4D,PDE1,G1
PDE6A,PDE4,G1
PDE6B,PDE4,G1
PDE6C,PDE4,G1
PDE6D,PDE4,G1
PDE6G,PDE4,G1
PDE6H,PDE4,G1
PDE7B,PDE1,G1
PDE8B,PDE1,G1
PDHA2,PDHm,G1
PDHB,PDHm,G1
PDHX,2OXOADOXm,G1
PDHX,AKGDm,G1
PDHX,PDHm,G1
PDXK,PYDAMK,G1
PDXK,PYDXK,G1
PDXK,PYDXNK,G1
PDXP,HYPOE,G1
PDXP,PDXPP,G1
PDXP,PYDXPP,G1
PFAS,PRFGS,G1
PFKFB1,FBP26,G1
PFKFB1,PFK26,G1
PFKFB2,FBP26,G1
PFKFB2,PFK26,G1
PFKFB3,FBP26,G1
PFKFB3,PFK26,G1
PFKFB4,FBP26,G1
PFKFB4,PFK26,G1
PFKM,PFK,G1
PFKP,PFK,G1
PGAM1,DPGM,G1
PGAM1,DPGase,G1
PGAM1,PGM,G1
PGAP1,GPIDA2er,G1
PGAP1,GPIDAer,G1
PGD,GND,G1
PGK1,PGK,G1
PGK2,PGK,G1
PGLS,PGL,G1
PGM1,PGMT,G1
PGM1,PPM,G1
PGM2,PGMT,G1
PGM2,PMANM,G1
PGM3,ACGAMPM,G1
PGS1,PGPPT,G1
PHGDH,PGCD,G1
PHOSPHO1,CHLP,G1
PHOSPHO1,ETHP,G1
PHYH,PHYHx,G1
PI4K2A,PI3P4K,G1
PI4K2A,PI5P4K,G1
PI4K2A,PIK4,G1
PI4KA,PI3P4K,G1
PI4KA,PI5P4K,G1
PI4KA,PIK4,G1
PI4KB,PI3P4K,G1
PI4KB,PI5P4K,G1
PI4KB,PIK4,G1
PIGB,BMTer_L,G1
PIGB,BMTer_U,G1
PIGB,H3MTer_L,G1
PIGB,H3MTer_U,G1
PIGG,H6'ET2er,G1
PIGG,H7ET2er,G1
PIGG,M4BET2er,G1
PIGH,PIACGT,G1
PIGK,H7'TAer,G1
PIGK,H8TAer,G1
PIGK,M4ATAer,G1
PIGK,M4BTAer,G1
PIGL,ACGPID,G1
PIGM,GPIMTer_L,G1
PIGM,GPIMTer_U,G1
PIGS,H7'TAer,G1
PIGS,H8TAer,G1
PIGS,M4ATAer,G1
PIGS,M4BTAer,G1
PIGT,H7'TAer,G1
PIGT,H8TAer,G1
PIGT,M4BTAer,G1
PIGU,H7'TAer,G1
PIGU,H8TAer,G1
PIGU,M4ATAer,G1
PIGU,M4BTAer,G1
PIGV,H2MTer_L,G1
PIGV,H2MTer_U,G1
PIGV,H5MTer_L,G1
PIGV,H5MTer_U,G1
PIGW,GPIAT,G1
PIGX,GPIMTer_L,G1
PIGX,GPIMTer_U,G1
PIGZ,H6MTer_L,G1
PIGZ,H6MTer_U,G1
PIGZ,H7MTer_L,G1
PIGZ,H7MTer_U,G1
PIGZ,H8MTer_L,G1
PIGZ,H8MTer_U,G1
PIK3C2B,PI4P3K,G1
PIK3C2B,PI4P3Ker,G1
PIK3C2B,PI5P3K,G1
PIK3C2B,PI5P3Ker,G1
PIK3C2B,PIK3,G1
PIK3C2B,PIK3er,G1
PIK3C2G,PI4P3K,G1
PIK3C2G,PI5P3K,G1
PIK3C2G,PIK3,G1
PIK3C3,PI5P3K,G1
PIK3C3,PIK3,G1
PIK3CA,PI45P3K,G1
PIK3CA,PI4P3K,G1
PIK3CA,PI5P3K,G1
PIK3CA,PIK3,G1
PIK3CB,PI45P3K,G1
PIK3CB,PI4P3K,G1
PIK3CB,PI5P3K,G1
PIK3CB,PIK3,G1
PIK3CD,PI45P3K,G1
PIK3CD,PI4P3K,G1
PIK3CD,PI5P3K,G1
PIK3CD,PIK3,G1
PIK3CG,PI45P3K,G1
PIK3CG,PI4P3K,G1
PIK3CG,PI5P3K,G1
PIK3CG,PIK3,G1
PIK3R2,PI45P3K,G1
PIK3R2,PI4P3K,G1
PIK3R2,PI5P3K,G1
PIK3R2,PIK3,G1
PIK3R3,PI45P3K,G1
PIK3R3,PI4P3K,G1
PIK3R3,PI5P3K,G1
PIK3R3,PIK3,G1
PIK3R5,PI45P3K,G1
PIK3R5,PI4P3K,G1
PIK3R5,PI5P3K,G1
PIK3R5,PIK3,G1
PIP4K2A,PI4P5K,G1
PIP4K2C,PI4P5K,G1
PIP5K1A,PI34P5K,G1
PIP5K1A,PI3P4K,G1
PIP5K1A,PI3P5K,G1
PIP5K1A,PI4P5K,G1
PIP5K1A,PIK5,G1
PIP5K1B,PI34P5K,G1
PIP5K1B,PI3P4K,G1
PIP5K1B,PI3P5K,G1
PIP5K1B,PI4P5K,G1
PIP5K1B,PIK5,G1
PIP5K1C,PI34P5K,G1
PIP5K1C,PI3P4K,G1
PIP5K1C,PI3P5K,G1
PIP5K1C,PI4P5K,G1
PIP5K1C,PIK5,G1
PIPOX,LPCOXp,G1
PIPOX,SARCOXp,G1
PISD,PSDm_hs,G1
PLA2G12A,PLA2_2e,G1
PLA2G2A,PLA2_2,G1
PLA2G2A,PLA2_2e,G1
PLA2G2D,PLA2_2e,G1
PLA2G2E,PLA2_2e,G1
PLA2G2F,PLA2_2e,G1
PLA2G3,LPS4e,G1
PLA2G4A,LPASE,G1
PLA2G7,PAFHe,G1
PLCB3,PI45PLC,G1
PLCB3,PI4PLC,G1
PLCB3,PIPLC,G1
PLCD1,PI45PLC,G1
PLCD1,PI4PLC,G1
PLCD1,PIPLC,G1
PLCD3,PI45PLC,G1
PLCD3,PI4PLC,G1
PLCD3,PIPLC,G1
PLCD4,PI45PLC,G1
PLCD4,PI4PLC,G1
PLCD4,PIPLC,G1
PLCE1,PI45PLC,G1
PLCE1,PI4PLC,G1
PLCE1,PIPLC,G1
PLCG2,PI45PLC,G1
PLCG2,PI4PLC,G1
PLCG2,PIPLC,G1
PLCH1,PI45PLC,G1
PLCH1,PI4PLC,G1
PLCH1,PIPLC,G1
PLCH2,PI45PLC,G1
PLCH2,PI4PLC,G1
PLCH2,PIPLC,G1
PLCL1,PI45PLC,G1
PLCL1,PI4PLC,G1
PLCL1,PIPLC,G1
PLCXD2,PI45PLC,G1
PLCXD2,PI4PLC,G1
PLCXD2,PIPLC,G1
PLCZ1,PI45PLC,G1
PLCZ1,PI4PLC,G1
PLCZ1,PIPLC,G1
PLD1,PCHOLPg_hs,G1
PLD1,PCHOLPm_hs,G1
PLD1,PCHOLPr_hs,G1
PLD2,PCHOLP_hs,G1
PLOD1,PCLYSOX,G1
